hex,flight,r,t,alt_baro,lat_rnd,lon_rnd,ICAOTypeCode,Manufacturer,OperatorFlagCode,RegisteredOwners,Type
a7df02,N606RB  ,N606RB,CL30,ground,31.9,-102.2,,---,,---,---
140ae2,DXT9678 ,RA-02786,E35L,ground,32.0,34.9,E35L,Embraer,DXT,Air Management Group,Legacy 600
5001bb,T7CPX   ,T7-CPX,GLF4,ground,32.0,34.9,GLF4,Gulfstream Aerospace,GLF4,Swift Wings Aviation Ltd,GIV SP
140b29,RA02857 ,RA-02857,E35L,ground,32.0,34.9,E35L,Embraer,RSJ,Rus Jet,Legacy 600
a724ce,ULA7    ,N56CL,FA7X,ground,32.1,-110.9,FA7X,Dassault,ULA,UltraAir,Falcon 7X
aa423a,N760HC  ,N760HC,CL30,ground,32.1,-81.2,CL35,Bombardier,CL35,Holder Construction Group LLC,Challenger 350
a66b9e,N5123   ,N5123,FA50,ground,32.1,-81.2,FA50,Dassault,FA50,TPI Aircraft Interiors LLC,Falcon 50
add36e,N990JC  ,N990JC,CL30,ground,32.1,-81.2,CL30,Bombardier,CL30,FHI LLC,Challenger 300
a7f349,PWA611  ,N611JM,GLF4,ground,32.1,-81.2,GLF4,Gulfstream Aerospace,PWA,Priester Aviation,GIV
a9ab4a,N722DE  ,N722DE,GLF4,ground,32.1,-81.2,G450,Gulfstream Aerospace,LXJ,Flexjet,G450
aa7541,N773MB  ,N773MB,G280,ground,32.1,-81.2,G280,Gulfstream Aerospace,G280,MB Ramble On LLC,G280
abe1ad,N865CS  ,N865CS,F900,ground,32.2,-80.7,F9EX,Dassault,F9EX,Reef Aviation LLC,Falcon 900EX EASy
a79b49,N59CJ   ,N59CJ,FA50,ground,32.2,-80.7,FA50,Dassault,FA50,Optical Air Data Systems LLC,Falcon 50
a638ce,TWY50   ,N50NL,FA7X,ground,32.3,-86.4,FA7X,Dassault,TWY,Solairus Aviation,Falcon 7X
a1c9ea,EJM214  ,N214RW,CL30,ground,32.4,-111.2,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
adde9b,DCM6083 ,N993JL,CL30,ground,32.4,-94.7,CL35,Bombardier,CL35,JKDB Air LLC,Challenger 350
a3ee1f,XOJ352  ,N352VJ,CL30,ground,32.4,-64.7,,---,,---,---
aa02d5,N744QS  ,N744QS,CL30,ground,32.4,-64.7,CL35,Bombardier,EJA,NetJets,Challenger 350
aa3ce7,EJA759  ,N759QS,CL30,ground,32.5,-84.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a64934,N504ED  ,N504ED,FA50,ground,32.6,-117.0,FA50,Dassault,FA50,Century Aviation,Falcon 50
4d210b,VJT904  ,9H-VJY,GLEX,ground,32.7,-117.2,GL6T,Bombardier,VJT,VistaJet,Global 6000
a96c47,EJA706  ,N706QS,CL30,ground,32.7,-117.2,CL35,Bombardier,EJA,NetJets,Challenger 350
a31c5a,N3TS    ,N3TS,GLEX,ground,32.7,-117.2,GL7T,Bombardier,JAS,Jet Aviation Flight Services,Global 7500
424786,VPCOR   ,VP-COR,GLF6,ground,32.7,-117.2,,---,,---,---
a950b2,N7JP    ,N7JP,GLF6,ground,32.7,-117.2,G650,Gulfstream Aerospace,G650,Corporate,G650
a2ce17,N280BC  ,N280BC,GLF4,ground,32.7,-117.2,G450,Gulfstream Aerospace,G450,Liberty Mutual Insurance Company,G450
ad5a60,LXJ96   ,N96FX,GLEX,ground,32.7,-117.2,GLEX,Bombardier,LXJ,Flexjet,Global Express
a6b86e,LXJ532  ,N532FX,CL30,ground,32.7,-117.2,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a77de9,LXJ582  ,N582FX,CL30,ground,32.7,-117.2,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a3278d,N302JE  ,N302JE,CL30,ground,32.7,-117.2,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a491af,EJM159  ,N394AK,GLF4,ground,32.7,-117.2,GLF4,Gulfstream Aerospace,EJM,Executive Jet Management,GIV SP
a99d8d,XSR719  ,N719AS,CL30,ground,32.7,-117.2,CL35,Bombardier,XSR,Executive AirShare,Challenger 350
ac3f7d,N889CG  ,N889CG,GLF4,ground,32.7,-117.2,GLF4,Gulfstream Aerospace,JPT,Prime Jet,GIV SP
a001af,01234567,N1TD,GLF4,ground,32.7,-117.2,GLF4,Gulfstream Aerospace,GLF4,Air 7,GIV
a78557,LXJ584  ,N584FX,CL30,ground,32.7,-117.2,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a5bffe,N47NS   ,N47NS,FA50,ground,32.8,-97.4,FA50,Dassault,FA50,DHB Falcon LLC,Falcon 50
a3fc35,N356ML  ,N356ML,CL30,ground,32.8,-97.4,CL30,Bombardier,CL30,Corporate,Challenger 300
a3d87c,N347NA  ,N347NA,G280,ground,32.8,-97.4,G280,Gulfstream Aerospace,G280,Corporate,G280
acd854,N927BR  ,N927BR,F900,ground,32.8,-97.4,F900,Dassault,F900,Fur Management & Consulting LLC,Falcon 900 C
a593b1,EJM59   ,N459BN,G280,ground,32.8,-97.4,G280,Gulfstream Aerospace,EJM,Executive Jet Management,G280
ac916f,N909JM  ,N909JM,FA50,ground,32.8,-97.4,F5EX,Dassault,F5EX,Finmor LLC,Falcon 50EX
a49ad5,EDG39   ,N396U,GLF4,ground,32.8,-97.4,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a3ee31,N352WB  ,N352WB,FA50,ground,32.8,-97.4,FA50,Dassault,FA50,Bernal Aviation Inc,Falcon 50
a2ce8d,N280FW  ,N280FW,G280,ground,32.8,-97.4,G280,Gulfstream Aerospace,G280,Richardson Aviation,G280
accf03,00000000,N924WJ,FA50,ground,32.8,-97.4,FA50,Dassault,FA50,Avatar Wings LLC,Falcon 50
a1e051,N22T    ,N22T,GLF6,ground,32.8,-97.4,G650,Gulfstream Aerospace,G650,Richardson Aviation,G650
a41b88,N364DW  ,N364DW,CL30,ground,32.8,-96.9,,---,,---,---
a333e5,N305WM  ,N305WM,CL30,ground,32.8,-96.9,CL30,Bombardier,CL30,WM Aviation LLC,Challenger 300
a71295,N555GA  ,N555GA,GLF6,ground,32.8,-96.9,G650,Gulfstream Aerospace,G650,Hill Air Corp,G650 ER
a80cbe,WDY618  ,N618CX,F900,ground,32.8,-96.9,F900,Dassault,WDY,Phoenix Airlines Services,Falcon 900 B
a7b444,LXJ596  ,N596FX,CL30,ground,32.8,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a7907c,LXJ587  ,N587FX,CL30,ground,32.8,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a16b24,N1904W  ,N1904W,GLF4,ground,32.8,-96.8,GLF4,Gulfstream Aerospace,PVA,Planet Nine Private Air,GIV SP
a9ede9,EJA739  ,N739QS,CL30,ground,32.8,-96.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a9ff1e,EJA743  ,N743QS,CL30,ground,32.8,-96.8,CL35,Bombardier,EJA,NetJets,Challenger 350
aa269d,EJA753  ,N753QS,CL30,ground,32.8,-96.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a41b88,N364DW  ,N364DW,CL30,ground,32.8,-96.8,,---,,---,---
a333e5,N305WM  ,N305WM,CL30,ground,32.8,-96.8,CL30,Bombardier,CL30,WM Aviation LLC,Challenger 300
a71295,N555GA  ,N555GA,GLF6,ground,32.8,-96.8,G650,Gulfstream Aerospace,G650,Hill Air Corp,G650 ER
a80cbe,WDY618  ,N618CX,F900,ground,32.8,-96.8,F900,Dassault,WDY,Phoenix Airlines Services,Falcon 900 B
a2f5b7,N290CL  ,N290CL,CL30,ground,32.8,-96.8,CL30,Bombardier,CL30,JS Leasing LLC,Challenger 300
a88d4d,LXJ650  ,N650FX,GLF6,ground,32.8,-96.8,G650,Gulfstream Aerospace,LXJ,Flexjet,G650
a3201f,N300JE  ,N300JE,CL30,ground,32.8,-96.8,CL30,Bombardier,EDG,Jet Edge,Challenger 300
ab0745,N81CR   ,N81CR,CL30,ground,32.8,-96.8,CL30,Bombardier,CL30,Progress Rail Services Corp,Challenger 300
a0e956,EJA158  ,N158QS,GLEX,ground,32.8,-96.8,GL6T,Bombardier,EJA,NetJets,Global 6500
a7bf69,LXJ599  ,N599FX,CL30,ground,32.8,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a7277d,LXJ560  ,N560FX,CL30,ground,32.8,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a001b7,N1TM    ,N1TM,GLF4,ground,32.8,-96.8,GLF4,Gulfstream Aerospace,GLF4,Marsico Aviation,GIV SP
a5d012,N474BC  ,N474BC,FA50,ground,32.8,-96.8,FA50,Dassault,FA50,Proteus Energy LLC,Falcon 50
a28099,N260SM  ,N260SM,CL30,ground,32.8,-96.8,CL35,Bombardier,CL35,Michael S Anderson,Challenger 350
ab8f51,N844GF  ,N844GF,GLF4,ground,32.8,-96.8,G450,Gulfstream Aerospace,G450,Diamond A Administration Company LLC,G450
a96890,EJA705  ,N705QS,CL30,ground,32.8,-96.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a86407,N64MT   ,N64MT,GLEX,ground,32.8,-96.8,GLEX,Bombardier,GLEX,Windtop Inc,Global Express XRS
a6f9ee,LXJ549  ,N549FX,CL30,ground,32.8,-96.8,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a7566a,LXJ572  ,N572FX,CL30,ground,32.8,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
ac3cbd,N888ND  ,N888ND,GLF4,ground,32.8,-96.8,G450,Gulfstream Aerospace,G450,NPM Equipment Leasing LLC,G450
a2005a,EDG28   ,N228SS,GLEX,ground,32.8,-96.8,GLEX,Bombardier,EDG,Jet Edge,Global Express
a3a578,N334JE  ,N334JE,CL30,ground,32.9,-97.1,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a3a578,N334JE  ,N334JE,CL30,ground,32.9,-97.0,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a95335,N70LF   ,N70LF,F900,ground,32.9,-97.0,F9EX,Dassault,F9EX,GCI Aviation Inc,Falcon 900EX
a7b444,LXJ596  ,N596FX,CL30,ground,32.9,-96.9,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a7907c,LXJ587  ,N587FX,CL30,ground,32.9,-96.9,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a16b24,N1904W  ,N1904W,GLF4,ground,32.9,-96.9,GLF4,Gulfstream Aerospace,PVA,Planet Nine Private Air,GIV SP
a9ede9,EJA739  ,N739QS,CL30,ground,32.9,-96.9,CL35,Bombardier,EJA,NetJets,Challenger 350
aa269d,EJA753  ,N753QS,CL30,ground,32.9,-96.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a41b88,N364DW  ,N364DW,CL30,ground,32.9,-96.9,,---,,---,---
a7df02,N606RB  ,N606RB,CL30,ground,32.9,-96.9,,---,,---,---
a333e5,N305WM  ,N305WM,CL30,ground,32.9,-96.9,CL30,Bombardier,CL30,WM Aviation LLC,Challenger 300
a71295,N555GA  ,N555GA,GLF6,ground,32.9,-96.9,G650,Gulfstream Aerospace,G650,Hill Air Corp,G650 ER
a80cbe,WDY618  ,N618CX,F900,ground,32.9,-96.9,F900,Dassault,WDY,Phoenix Airlines Services,Falcon 900 B
a2f5b7,N290CL  ,N290CL,CL30,ground,32.9,-96.9,CL30,Bombardier,CL30,JS Leasing LLC,Challenger 300
a88d4d,LXJ650  ,N650FX,GLF6,ground,32.9,-96.9,G650,Gulfstream Aerospace,LXJ,Flexjet,G650
a3201f,N300JE  ,N300JE,CL30,ground,32.9,-96.9,CL30,Bombardier,EDG,Jet Edge,Challenger 300
ab0745,N81CR   ,N81CR,CL30,ground,32.9,-96.9,CL30,Bombardier,CL30,Progress Rail Services Corp,Challenger 300
a0e956,EJA158  ,N158QS,GLEX,ground,32.9,-96.9,GL6T,Bombardier,EJA,NetJets,Global 6500
a7bf69,LXJ599  ,N599FX,CL30,ground,32.9,-96.9,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a7277d,LXJ560  ,N560FX,CL30,ground,32.9,-96.9,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a4a848,N4DPN4BP,N4DP,GLF4,ground,32.9,-96.9,GLF4,Gulfstream Aerospace,GLF4,Green Chair Productions Inc,GIV
a5d012,N474BC  ,N474BC,FA50,ground,32.9,-96.9,FA50,Dassault,FA50,Proteus Energy LLC,Falcon 50
ab8f51,N844GF  ,N844GF,GLF4,ground,32.9,-96.9,G450,Gulfstream Aerospace,G450,Diamond A Administration Company LLC,G450
a96890,EJA705  ,N705QS,CL30,ground,32.9,-96.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a6f9ee,LXJ549  ,N549FX,CL30,ground,32.9,-96.9,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a8ceef,N667HF  ,N667HF,F900,ground,32.9,-96.9,F900,Dassault,F900,BD Plane Inc,Falcon 900
a7b444,LXJ596  ,N596FX,CL30,ground,32.9,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a16b24,N1904W  ,N1904W,GLF4,ground,32.9,-96.8,GLF4,Gulfstream Aerospace,PVA,Planet Nine Private Air,GIV SP
a26fbe,00000000,N256WB,CL30,ground,32.9,-96.8,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a9ff1e,EJA743  ,N743QS,CL30,ground,32.9,-96.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a333e5,N305WM  ,N305WM,CL30,ground,32.9,-96.8,CL30,Bombardier,CL30,WM Aviation LLC,Challenger 300
a88d4d,LXJ650  ,N650FX,GLF6,ground,32.9,-96.8,G650,Gulfstream Aerospace,LXJ,Flexjet,G650
a3201f,N300JE  ,N300JE,CL30,ground,32.9,-96.8,CL30,Bombardier,EDG,Jet Edge,Challenger 300
ab0745,N81CR   ,N81CR,CL30,ground,32.9,-96.8,CL30,Bombardier,CL30,Progress Rail Services Corp,Challenger 300
a0e956,EJA158  ,N158QS,GLEX,ground,32.9,-96.8,GL6T,Bombardier,EJA,NetJets,Global 6500
a7277d,LXJ560  ,N560FX,CL30,ground,32.9,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a5d012,N474BC  ,N474BC,FA50,ground,32.9,-96.8,FA50,Dassault,FA50,Proteus Energy LLC,Falcon 50
ab8f51,N844GF  ,N844GF,GLF4,ground,32.9,-96.8,G450,Gulfstream Aerospace,G450,Diamond A Administration Company LLC,G450
a96890,EJA705  ,N705QS,CL30,ground,32.9,-96.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a86407,N64MT   ,N64MT,GLEX,ground,32.9,-96.8,GLEX,Bombardier,GLEX,Windtop Inc,Global Express XRS
a6f9ee,LXJ549  ,N549FX,CL30,ground,32.9,-96.8,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a1316e,N176WC  ,N176WC,CL30,ground,33.0,-97.3,CL35,Bombardier,CL35,Washington Corp,Challenger 350
ab2fcc,N82PE   ,N82PE,G280,ground,33.0,-97.3,G280,Gulfstream Aerospace,G280,White Jet LLC,G280
a732a2,LXJ563  ,N563FX,CL30,ground,33.0,-96.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
aa6466,EJA769  ,N769QS,CL30,ground,33.0,-96.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a12d2f,N175QS  ,N175QS,GLEX,ground,33.0,-96.8,GL7T,Bombardier,EJA,NetJets,Global 7500
a12d2f,EJA170  ,N175QS,GLEX,ground,33.0,-96.8,GL7T,Bombardier,EJA,NetJets,Global 7500
a12d2f,EJA175  ,N175QS,GLEX,ground,33.0,-96.8,GL7T,Bombardier,EJA,NetJets,Global 7500
a18884,N1982C  ,N1982C,F900,ground,33.0,-96.8,F9LX,Dassault,F9LX,CIGNA Corp,Falcon 900LX
ab2fcc,N82PE   ,N82PE,G280,ground,33.1,-117.3,G280,Gulfstream Aerospace,G280,White Jet LLC,G280
a5e790,N48PL   ,N48PL,GLF4,ground,33.1,-117.3,G450,Gulfstream Aerospace,G450,Schubach Aviation,G450
a5745b,N450Z   ,N450Z,GLF4,ground,33.1,-117.3,G450,Gulfstream Aerospace,G450,ZFO Management LLC,G450
ac3625,N886WT  ,N886WT,GLF6,ground,33.1,-117.3,G650,Gulfstream Aerospace,LXJ,Flexjet,G650 ER
adb711,N983J   ,N983J,GLEX,ground,33.1,-117.3,GLEX,Bombardier,GLEX,Irwin Mark Jacobs Trustee,Global Express
aaabf6,EJA787  ,N787QS,CL30,ground,33.1,-117.3,CL35,Bombardier,EJA,NetJets,Challenger 350
aaabf6,N787QS  ,N787QS,CL30,ground,33.1,-117.3,CL35,Bombardier,EJA,NetJets,Challenger 350
ab1168,N812GH  ,N812GH,CL30,ground,33.1,-117.3,CL35,Bombardier,CL35,1609 Holdings LLC,Challenger 350
